"dataSeduta","numeroSeduta","votazione","numero","oggetto","esito","presenti","maggioranza","numeroLegale","votanti","favorevoli","contrari","astenuti","presidente"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-25",25,"Votazione finale","approvato",235,118,151,234,140,94,0,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-24",24,"Articolo 18","approvato",232,116,151,230,134,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-23",23,"Articolo 17","approvato",235,118,151,234,138,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-22",22,"Articolo 16","approvato",233,116,151,231,137,93,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-21",21,"Articolo 15","approvato",232,115,151,229,135,93,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-20",20,"Articolo 14","approvato",232,116,151,231,136,94,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-19",19,"Articolo 13","approvato",235,118,151,234,138,94,2,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-18",18,"Articolo 12","approvato",236,118,151,235,140,94,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-17",17,"Articolo 11","approvato",236,118,151,234,139,93,2,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-16",16,"Em. 11.Tab.10.1.5","respinto",234,117,151,233,29,155,49,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-15",15,"Articolo 10","approvato",236,118,151,235,138,95,2,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-14",14,"Em. 10.Tab.9.1.5","respinto",236,118,151,235,28,158,49,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-13",13,"Articolo 9","approvato",236,118,151,235,139,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-12",12,"Articolo 8","approvato",235,118,151,234,138,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-11",11,"Articolo 7","approvato",236,118,151,235,139,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-10",10,"Articolo 6","approvato",235,118,151,234,138,96,0,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-9",9,"Articolo 5","approvato",235,118,151,234,138,95,1,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-8",8,"Articolo 4","approvato",235,118,151,234,138,94,2,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-7",7,"Articolo 3","approvato",234,117,151,233,137,91,5,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-6",6,"Em. 3.Tab.2.5.5","respinto",234,117,151,233,34,152,47,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-5",5,"Em. 3.Tab.2.4.5","respinto",234,117,151,233,34,152,47,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-4",4,"Em. 3.Tab.2.3.5","respinto",236,118,151,234,28,154,52,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-3",3,"Em. 3.Tab.2.2.5","respinto",233,116,151,231,4,151,76,"http://dati.senato.it/senatore/29110"
2017-12-23,922,"http://dati.senato.it/votazione/17-922-2",2,"Em. 3.Tab.2.1.5","respinto",235,118,151,234,22,153,59,"http://dati.senato.it/senatore/29110"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-72",72,"Votazione finale","approvato",174,87,144,173,130,38,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-71",71,"Articolo 6","approvato",176,88,144,174,130,39,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-70",70,"Em. 6.15, Gotor","respinto",174,87,144,172,35,132,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-69",69,"Em. 6.14, Centinaio e altri","respinto",171,85,144,168,41,123,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-68",68,"Em. 6.13, Gotor","respinto",173,86,144,170,33,132,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-67",67,"Em. 6.12, Petraglia e altri","respinto",173,85,144,169,33,132,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-66",66,"Em. 6.10, Blundo","respinto",174,86,144,170,34,131,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-65",65,"Em. 6.9, Blundo","respinto",174,85,144,168,35,129,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-64",64,"Em. 6.8, Gotor","respinto",169,84,144,167,21,129,17,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-63",63,"Em. 6.7, Centinaio e altri","respinto",172,86,144,171,30,124,17,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-62",62,"Em. 6.6, Centinaio e altri","respinto",171,85,144,169,41,122,6,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-61",61,"Em. 6.5, Petraglia e altri","respinto",169,85,144,168,34,128,6,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-60",60,"Em. 6.4, Gotor","respinto",169,84,144,167,33,129,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-59",59,"Em. 6.3, Petraglia e altri","respinto",167,83,144,164,31,126,7,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-58",58,"Em. 6.1, Centinaio e altri","respinto",172,86,144,170,29,135,6,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-57",57,"Articolo 4","approvato",172,86,144,170,125,24,21,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-56",56,"Em. 4.5, Blundo","respinto",172,86,144,170,16,132,22,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-55",55,"Em. 4.3 (1a parte), Blundo","respinto",171,85,144,169,17,128,24,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-54",54,"Em. 4.2, Petraglia e altri","respinto",168,84,144,167,35,129,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-53",53,"Em. 4.1, Gotor","respinto",171,86,144,170,36,130,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-52",52,"Articolo 3","approvato",169,84,144,166,128,34,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-51",51,"Em. 3.3, Blundo","respinto",171,85,144,168,20,145,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-50",50,"Em. 3.2, Gotor","respinto",166,83,144,165,20,135,10,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-49",49,"Em. 3.1, Gotor","respinto",170,85,144,168,23,129,16,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-48",48,"Articolo 2","approvato",168,84,144,167,126,24,17,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-47",47,"ODG G2.101, Blundo","respinto",169,85,144,168,39,128,1,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-46",46,"ODG G2.100, Centinaio e altri","approvato",167,83,144,165,159,4,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-45",45,"Em. 2.2, Centinaio e altri","respinto",164,82,144,162,41,120,1,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-44",44,"Em. 2.1, Blundo","respinto",167,84,144,166,28,134,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-43",43,"Votazione finale","approvato",173,87,144,172,148,19,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-42",42,"Articolo 16","approvato",180,90,143,179,168,1,10,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-41",41,"ODG G16.207, Mandelli e altri","approvato",175,88,143,174,134,38,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-40",40,"ODG G16.206, Mandelli e altri","approvato",178,88,143,175,135,39,1,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-39",39,"ODG G16.205 (testo 2), Mandelli e altri","approvato",176,88,143,175,153,21,1,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-38",38,"ODG G16.204, Mandelli e altri","approvato",180,90,143,178,138,38,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-37",37,"ODG G16.203, Mandelli e altri","approvato",176,88,143,174,135,37,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-36",36,"ODG G16.202, Mandelli e altri","approvato",175,87,143,173,134,37,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-35",35,"ODG G16.201, Mandelli e altri","approvato",175,86,143,171,132,37,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-34",34,"ODG G16.200, Mandelli e altri","approvato",176,88,143,175,156,17,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-33",33,"Articolo 15","approvato",181,91,143,180,151,3,26,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-32",32,"Articolo 14","approvato",181,91,143,180,170,0,10,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-31",31,"Articolo 12","approvato",181,91,143,180,169,1,10,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-30",30,"Articolo 11","approvato",180,90,143,178,147,2,29,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-29",29,"Articolo 7","approvato",181,90,143,178,149,19,10,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-28",28,"Articolo 6","approvato",178,89,143,177,149,1,27,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-27",27,"ODG G6.200, Volpi","approvato",179,90,143,178,172,4,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-26",26,"Articolo 5","approvato",179,90,143,178,145,4,29,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-25",25,"Em. 5.3, Petraglia e altri","respinto",178,89,143,176,39,134,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-24",24,"Em. 5.2, Petraglia e altri","respinto",176,88,143,175,23,148,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-23",23,"Em. 5.1, Petraglia e altri","respinto",171,85,143,168,36,129,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-22",22,"Em. 5.200, Ceroni","respinto",173,86,143,171,33,135,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-21",21,"Articolo 4","approvato",175,87,143,173,142,19,12,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-20",20,"Em. 4.20, Taverna e Gaetti","respinto",171,85,143,168,22,143,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-19",19,"Em. 4.18, Rizzotti e altri","respinto",173,86,143,170,27,140,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-18",18,"Em. 4.15, Taverna e Gaetti","respinto",171,85,143,169,23,142,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-17",17,"Em. 4.17, Rizzotti e altri","respinto",169,84,143,166,30,134,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-16",16,"Em. 4.16, Taverna e Gaetti","respinto",171,85,143,169,27,139,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-15",15,"Em. 4.14, Rizzotti e altri","respinto",170,84,143,166,48,116,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-14",14,"ODG G4.12, Rizzotti e altri","approvato",172,86,143,170,145,6,19,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-13",13,"Em. 4.11, Taverna e Gaetti","respinto",168,84,143,167,22,143,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-12",12,"Em. 4.9, Taverna e Gaetti","respinto",169,84,143,167,22,142,3,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-11",11,"Em. 4.8, Rizzotti e altri","respinto",167,83,143,165,46,117,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-10",10,"Em. 4.7, Taverna e Gaetti","respinto",167,83,143,165,20,140,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-9",9,"Em. 4.6, Taverna e Gaetti","respinto",166,83,143,164,18,141,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-8",8,"Em. 4.5, Fucksia","respinto",167,84,143,166,18,146,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-7",7,"Em. 4.201, Volpi","respinto",168,84,143,166,45,119,2,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-6",6,"Em. 4.4, Rizzotti e altri","respinto",166,82,143,163,39,116,8,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-5",5,"Em. 4.3, Taverna e Gaetti","respinto",167,84,143,166,28,134,4,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-4",4,"Articolo 3","approvato",167,84,143,166,156,1,9,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-3",3,"Articolo 2","approvato",166,83,143,165,154,3,8,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-2",2,"Em. 2.1, Petraglia e altri","respinto",163,82,143,162,22,135,5,"http://dati.senato.it/senatore/422"
2017-12-22,921,"http://dati.senato.it/votazione/17-921-1",1,"Articolo 1","approvato",158,79,143,156,133,16,7,"http://dati.senato.it/senatore/422"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-72",72,"Votazione finale","approvato",172,86,140,171,165,5,1,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-71",71,"Articolo 13","approvato",175,88,139,174,171,3,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-70",70,"Articolo 12","approvato",176,88,139,175,171,3,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-69",69,"Em. 12.2, Giovanardi","respinto",176,88,139,174,33,141,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-68",68,"Articolo 11","approvato",176,88,139,174,171,3,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-67",67,"ODG G11.1 (testo 2), Mandelli e Rizzotti","approvato",173,87,139,172,169,1,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-66",66,"Em. 11.4, Giovanardi","respinto",175,88,139,174,35,138,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-65",65,"Articolo 10","approvato",175,88,139,174,170,4,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-64",64,"Em. 10.1 (testo 2), Giovanardi","respinto",173,87,139,172,35,135,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-63",63,"Articolo 9","approvato",175,87,139,173,171,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-62",62,"Em. 8.0.100, Mandelli e altri","respinto",176,88,139,175,35,139,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-61",61,"Articolo 8","approvato",174,87,139,173,168,4,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-60",60,"Em. 8.6, Giovanardi","respinto",175,88,139,174,30,137,7,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-59",59,"ODG G8.500 (testo 2), Mandelli e altri","approvato",176,88,139,175,172,2,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-58",58,"ODG G8.300 (testo 2), Mandelli e altri","approvato",175,87,139,173,171,0,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-57",57,"Articolo 7","approvato",175,87,139,173,171,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-56",56,"Em. 7.1, Giovanardi","respinto",171,85,139,169,33,134,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-55",55,"Articolo 6","approvato",178,89,139,177,175,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-54",54,"Em. 6.2 (testo 2), Giovanardi","respinto",175,86,139,171,34,136,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-53",53,"Articolo 5","approvato",178,89,139,177,175,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-52",52,"ODG G5.300 (testo 2), Caliendo e altri","approvato",169,85,139,168,166,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-51",51,"Em. 5.1, Giovanardi","respinto",177,88,139,175,39,135,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-50",50,"Articolo 4","approvato",178,89,139,176,172,3,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-49",49,"Em. 4.1, Giovanardi","respinto",183,91,139,180,38,142,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-48",48,"Articolo 3","approvato",182,91,139,181,179,2,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-47",47,"ODG G3.1, Mandelli e Rizzotti","approvato",181,91,139,180,176,4,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-46",46,"Em. 3.3, Mandelli e altri","respinto",180,90,139,178,46,130,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-45",45,"Em. 3.1, Giovanardi","respinto",181,91,139,180,39,138,3,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-44",44,"Mantenimento articolo 2","approvato",182,91,139,181,178,3,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-43",43,"ODG G2.1 (testo 2), Mandelli e Rizzotti","approvato",179,89,139,176,171,4,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-42",42,"Articolo 1","approvato",184,91,139,181,177,4,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-41",41,"ODG G1.9, Mandelli e altri","approvato",184,91,139,180,180,0,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-40",40,"ODG G1.8 (testo corretto), Mandelli e altri","approvato",182,89,139,177,176,1,0,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-39",39,"ODG G1.7 (testo 2), Mandelli e altri","approvato",181,89,139,176,162,1,13,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-38",38,"ODG G1.6 (testo 2), Mandelli e altri","approvato",183,91,139,181,180,0,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-37",37,"ODG G1.4 (testo 2), Mandelli e altri","approvato",185,92,139,182,179,2,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-36",36,"ODG G1.3, Mandelli e altri","approvato",181,89,139,177,176,0,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-35",35,"ODG G1.2 (testo 2), Mandelli e altri","approvato",180,90,139,179,177,1,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-34",34,"ODG G1.1 (testo 2), Mandelli e altri","approvato",182,91,139,181,179,1,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-33",33,"Em. 1.100, Palma e Caliendo","respinto",185,93,139,184,40,141,3,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-32",32,"Em. 1.1 (testo 2)(1a parte), Palma","respinto",184,92,139,183,39,140,4,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-31",31,"Em. 1.5, Giovanardi","respinto",177,88,139,175,35,138,2,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-30",30,"ODG G1.200 (testo 2), Caliendo e  altri","approvato",181,91,138,180,179,0,1,"http://dati.senato.it/senatore/1103"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-29",29,"Votazione finale","approvato",180,90,135,179,179,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-28",28,"Articolo 28","approvato",178,89,141,176,174,1,1,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-27",27,"Articolo 27","approvato",173,85,141,169,168,1,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-26",26,"Articolo 26","approvato",176,88,141,174,174,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-25",25,"Articolo 25","approvato",177,88,141,175,175,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-24",24,"Articolo 24","approvato",176,88,141,175,175,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-23",23,"Articolo 23","approvato",177,88,141,174,174,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-22",22,"Articolo 22","approvato",173,87,141,172,172,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-21",21,"Articolo 21","approvato",174,87,141,173,173,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-20",20,"Articolo 20","approvato",171,84,141,167,167,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-19",19,"Articolo 19","approvato",176,88,141,175,175,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-18",18,"Articolo 18","approvato",174,87,141,173,172,0,1,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-17",17,"Articolo 17","approvato",173,86,141,171,171,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-16",16,"Articolo 16","approvato",172,86,141,171,171,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-15",15,"Articolo 15","approvato",172,86,141,171,171,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-14",14,"Articolo 14","approvato",169,85,141,168,168,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-13",13,"Articolo 13","approvato",172,85,141,169,169,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-12",12,"Articolo 12","approvato",171,86,141,170,170,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-11",11,"Articolo 11","approvato",168,84,141,166,166,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-10",10,"Articolo 10","approvato",168,84,141,166,165,1,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-9",9,"Articolo 9","approvato",166,83,141,164,164,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-8",8,"Articolo 8","approvato",169,85,141,168,168,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-7",7,"Articolo 7","approvato",169,84,141,167,167,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-6",6,"Articolo 6","approvato",167,84,141,166,166,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-5",5,"Articolo 5","approvato",169,85,141,168,168,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-4",4,"Articolo 4","approvato",161,81,141,160,160,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-3",3,"Articolo 3","approvato",160,79,141,157,157,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-2",2,"Articolo 2","approvato",160,80,141,159,159,0,0,"http://dati.senato.it/senatore/29110"
2017-12-21,920,"http://dati.senato.it/votazione/17-920-1",1,"Articolo 1","approvato",158,79,141,157,157,0,0,"http://dati.senato.it/senatore/29110"
2017-12-14,917,"http://dati.senato.it/votazione/17-917-1",1,"Votazione finale","approvato",259,129,149,257,180,71,6,"http://dati.senato.it/senatore/29110"
