"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento"
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2023-04-30 12:00:58
"http://dati.camera.it/ocd/persona.rdf/p307634","DORI","DEVIS","19791227","nato a TREVIGLIO, BERGAMO, LOMBARDIA, il 27.12.1979","TREVIGLIO","male","LOMBARDIA 2 - P02","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2023-04-30 12:00:59
"http://dati.camera.it/ocd/persona.rdf/p307634","DORI","DEVIS","19791227","nato a TREVIGLIO, BERGAMO, LOMBARDIA, il 27.12.1979","TREVIGLIO","male","LOMBARDIA 2 - P02","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","GIUNTA PER LE AUTORIZZAZIONI",2023-04-30 12:00:59
"http://dati.camera.it/ocd/persona.rdf/p307634","DORI","DEVIS","19791227","nato a TREVIGLIO, BERGAMO, LOMBARDIA, il 27.12.1979","TREVIGLIO","male","LOMBARDIA 2 - P02","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","II COMMISSIONE (GIUSTIZIA)",2023-04-30 12:00:59
"http://dati.camera.it/ocd/persona.rdf/p308810","GRIMALDI","MARCO","19801108","nato a TORINO, TORINO, PIEMONTE, il 08.11.1980","TORINO","male","PIEMONTE 1 - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2023-04-30 12:01:12
"http://dati.camera.it/ocd/persona.rdf/p308816","PICCOLOTTI","ELISABETTA","19820210","nato a CAMERINO, MACERATA, MARCHE, il 10.02.1982","CAMERINO","female","PUGLIA - P04","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2023-04-30 12:01:14
"http://dati.camera.it/ocd/persona.rdf/p308816","PICCOLOTTI","ELISABETTA","19820210","nato a CAMERINO, MACERATA, MARCHE, il 10.02.1982","CAMERINO","female","PUGLIA - P04","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2023-04-30 12:01:14
"http://dati.camera.it/ocd/persona.rdf/p308790","BICCHIELLI","GIUSEPPE","19670331","nato a NAPOLI, NAPOLI, CAMPANIA, il 31.03.1967","NAPOLI","male","CAMPANIA 2 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC, ITALIA AL CENTRO)-MAIE (NM(N-C-U-I)-M) (27.10.2022","NM(N-C-U-I)-M","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308790","BICCHIELLI","GIUSEPPE","19670331","nato a NAPOLI, NAPOLI, CAMPANIA, il 31.03.1967","NAPOLI","male","CAMPANIA 2 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC, ITALIA AL CENTRO)-MAIE (NM(N-C-U-I)-M) (27.10.2022","NM(N-C-U-I)-M","GIUNTA DELLE ELEZIONI",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308790","BICCHIELLI","GIUSEPPE","19670331","nato a NAPOLI, NAPOLI, CAMPANIA, il 31.03.1967","NAPOLI","male","CAMPANIA 2 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC, ITALIA AL CENTRO)-MAIE (NM(N-C-U-I)-M) (27.10.2022","NM(N-C-U-I)-M","IV COMMISSIONE (DIFESA)",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308761","PISANO","CALOGERO","19810620","nato a AGRIGENTO, AGRIGENTO, SICILIA, il 20.06.1981","AGRIGENTO","male","SICILIA 1 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC, ITALIA AL CENTRO)-MAIE (NM(N-C-U-I)-M) (27.10.2022","NM(N-C-U-I)-M","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2023-04-30 12:00:57
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2022-11-10 12:01:16
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2022-11-10 12:01:24
"http://dati.camera.it/ocd/persona.rdf/p306382","DEL BARBA","MAURO","19700720","nato a MORBEGNO, SONDRIO, LOMBARDIA, il 20.07.1970","MORBEGNO","male","LOMBARDIA 4 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","GIUNTA PER IL REGOLAMENTO",2022-11-10 12:01:31
"http://dati.camera.it/ocd/persona.rdf/p306382","DEL BARBA","MAURO","19700720","nato a MORBEGNO, SONDRIO, LOMBARDIA, il 20.07.1970","MORBEGNO","male","LOMBARDIA 4 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","VI COMMISSIONE (FINANZE)",2022-11-10 12:01:31
"http://dati.camera.it/ocd/persona.rdf/p305553","GADDA","MARIA CHIARA","19800206","nato a TRADATE, VARESE, LOMBARDIA, il 06.02.1980","TRADATE","female","LOMBARDIA 2 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","XIII COMMISSIONE (AGRICOLTURA)",2022-11-10 12:02:29
"http://dati.camera.it/ocd/persona.rdf/p308895","PASTORELLA","GIULIA","19860605","nato a MILANO, MILANO, LOMBARDIA, il 05.06.1986","MILANO","female","LOMBARDIA 1 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2022-11-10 12:02:36
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","DELEGAZIONE PARLAMENTARE PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA (CDE)",2023-03-06 12:01:17
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","XII COMMISSIONE (AFFARI SOCIALI)",2023-03-06 12:01:17
"http://dati.camera.it/ocd/persona.rdf/p308875","D'ALESSIO","ANTONIO","19641205","nato a SALERNO, SALERNO, CAMPANIA, il 05.12.1964","SALERNO","male","CAMPANIA 2 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMITATO CONSULTIVO SULLA CONDOTTA DEI DEPUTATI",2023-03-16 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p308875","D'ALESSIO","ANTONIO","19641205","nato a SALERNO, SALERNO, CAMPANIA, il 05.12.1964","SALERNO","male","CAMPANIA 2 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2023-03-16 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2023-03-25 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMMISSIONE CONSULTIVA PER LA CONCESSIONE DI RICOMPENSE AL VALORE E AL MERITO CIVILE",2023-03-25 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","GIUNTA DELLE ELEZIONI",2023-03-25 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2023-03-25 12:00:32
"http://dati.camera.it/ocd/persona.rdf/p306160","BOSCHI","MARIA ELENA","19810124","nato a MONTEVARCHI, AREZZO, TOSCANA, il 24.01.1981","MONTEVARCHI","female","LAZIO 1 - P03","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI",2023-04-05 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p306160","BOSCHI","MARIA ELENA","19810124","nato a MONTEVARCHI, AREZZO, TOSCANA, il 24.01.1981","MONTEVARCHI","female","LAZIO 1 - P03","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2023-04-05 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308802","GRIPPO","VALENTINA","19710807","nato a ROMA, ROMA, LAZIO, il 07.08.1971","ROMA","female","VENETO 1 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","DELEGAZIONE PARLAMENTARE PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA (CDE)",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308802","GRIPPO","VALENTINA","19710807","nato a ROMA, ROMA, LAZIO, il 07.08.1971","ROMA","female","VENETO 1 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMITATO PER LA LEGISLAZIONE",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p308802","GRIPPO","VALENTINA","19710807","nato a ROMA, ROMA, LAZIO, il 07.08.1971","ROMA","female","VENETO 1 - P01","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2023-04-30 12:00:35
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","19680728","nato a TRIESTE, TRIESTE, FRIULI-VENEZIA-GIULIA, il 28.07.1968","TRIESTE","male","CAMPANIA 1 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2023-04-30 12:01:11
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","19680728","nato a TRIESTE, TRIESTE, FRIULI-VENEZIA-GIULIA, il 28.07.1968","TRIESTE","male","CAMPANIA 1 - P02","AZIONE - ITALIA VIVA - RENEW EUROPE (A-IV-RE) (18.10.2022","A-IV-RE","COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA",2023-04-30 12:01:11
"http://dati.camera.it/ocd/persona.rdf/p307143","ZIELLO","EDOARDO","19920411","nato a CIVITAVECCHIA, ROMA, LAZIO, il 11.04.1992","CIVITAVECCHIA","male","TOSCANA - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2022-11-10 12:01:20
"http://dati.camera.it/ocd/persona.rdf/p307683","DARA","ANDREA","19790107","nato a CASTEL GOFFREDO, MANTOVA, LOMBARDIA, il 07.01.1979","CASTEL GOFFREDO","male","LOMBARDIA 4 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2022-11-10 12:01:27
"http://dati.camera.it/ocd/persona.rdf/p50115","GIORGETTI","GIANCARLO","19661216","nato a CAZZAGO BRABBIA, VARESE, LOMBARDIA, il 16.12.1966","CAZZAGO BRABBIA","male","LOMBARDIA 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2022-11-10 12:01:30
"http://dati.camera.it/ocd/persona.rdf/p308837","FRENI","FEDERICO","19800701","nato a ROMA, ROMA, LAZIO, il 01.07.1980","ROMA","male","LAZIO 1 - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2022-11-10 12:01:33
"http://dati.camera.it/ocd/persona.rdf/p307360","SASSO","ROSSANO","19750618","nato a BARI, BARI, PUGLIA, il 18.06.1975","BARI","male","PUGLIA - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2022-11-10 12:01:37
"http://dati.camera.it/ocd/persona.rdf/p307138","GAVA","VANNIA","19740630","nato a SACILE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 30.06.1974","SACILE","female","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XII COMMISSIONE (AFFARI SOCIALI)",2022-11-10 12:02:29
"http://dati.camera.it/ocd/persona.rdf/p307718","FURGIUELE","DOMENICO","19830101","nato a LAMEZIA TERME, CATANZARO, CALABRIA, il 01.01.1983","LAMEZIA TERME","male","CALABRIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2022-11-10 12:02:40
"http://dati.camera.it/ocd/persona.rdf/p307639","CRIPPA","ANDREA","19860510","nato a MONZA, MONZA E DELLA BRIANZA, LOMBARDIA, il 10.05.1986","MONZA","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2022-11-10 12:02:41
"http://dati.camera.it/ocd/persona.rdf/p307571","STEFANI","ALBERTO","19921116","nato a CAMPOSAMPIERO, PADOVA, VENETO, il 16.11.1992","CAMPOSAMPIERO","male","VENETO 2 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2022-11-10 12:02:45
"http://dati.camera.it/ocd/persona.rdf/p307851","NISINI","TIZIANA","19751018","nato a PAVIA, PAVIA, LOMBARDIA, il 18.10.1975","PAVIA","female","TOSCANA - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2022-11-10 12:02:47
"http://dati.camera.it/ocd/persona.rdf/p307686","ANDREUZZA","GIORGIA","19731211","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 11.12.1973","PARMA","female","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2022-11-12 12:00:38
"http://dati.camera.it/ocd/persona.rdf/p302824","BITONCI","MASSIMO","19650624","nato a PADOVA, PADOVA, VENETO, il 24.06.1965","PADOVA","male","VENETO 2 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2022-11-26 12:01:06
"http://dati.camera.it/ocd/persona.rdf/p304521","RIXI","EDOARDO","19740608","nato a GENOVA, GENOVA, LIGURIA, il 08.06.1974","GENOVA","male","LIGURIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2022-12-22 12:00:39
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE D'INDAGINE SERRACCHIANI, LAI, ORLANDO-DONZELLI",2023-03-06 12:01:19
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","UFFICIO DI PRESIDENZA",2023-03-06 12:01:19
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2023-03-06 12:01:19
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2023-03-06 12:01:19
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","GIUNTA DELLE ELEZIONI",2023-03-06 12:01:35
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XII COMMISSIONE (AFFARI SOCIALI)",2023-03-06 12:01:35
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COLLEGIO DEI QUESTORI",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","UFFICIO DI PRESIDENZA",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER GLI AFFARI DEL PERSONALE",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER LA SICUREZZA",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2023-04-21 12:00:47
"http://dati.camera.it/ocd/persona.rdf/p308921","MIELE","GIOVANNA","19800724","nato a LATINA, LATINA, LAZIO, il 24.07.1980","LATINA","female","LAZIO 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2023-04-30 12:01:13
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2023-04-30 12:01:14
"http://dati.camera.it/ocd/persona.rdf/p307416","CANTONE","LUCIANO","19870524","nato a CATANIA, CATANIA, SICILIA, il 24.05.1987","CATANIA","male","SICILIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2022-11-10 12:01:20
"http://dati.camera.it/ocd/persona.rdf/p307210","DI LAURO","CARMELA","19880324","nato a VICO EQUENSE, NAPOLI, CAMPANIA, il 24.03.1988","VICO EQUENSE","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","XII COMMISSIONE (AFFARI SOCIALI)",2022-11-10 12:01:28
"http://dati.camera.it/ocd/persona.rdf/p308858","CHERCHI","SUSANNA","19551223","nato a IGLESIAS, CARBONIA-IGLESIAS, SARDEGNA, il 23.12.1955","IGLESIAS","female","SARDEGNA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2022-11-10 12:01:31
"http://dati.camera.it/ocd/persona.rdf/p307926","CONTE","GIUSEPPE","19640808","nato a VOLTURARA APPULA, FOGGIA, PUGLIA, il 08.08.1964","VOLTURARA APPULA","male","LOMBARDIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2022-11-10 12:01:35
"http://dati.camera.it/ocd/persona.rdf/p307435","BALDINO","VITTORIA","19880528","nato a ROSSANO, COSENZA, CALABRIA, il 28.05.1988","ROSSANO","female","CALABRIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","IV COMMISSIONE (DIFESA)",2022-11-10 12:02:26
"http://dati.camera.it/ocd/persona.rdf/p307822","L'ABBATE","PASQUA","19660502","nato a POLIGNANO A MARE, BARI, PUGLIA, il 02.05.1966","POLIGNANO A MARE","female","PUGLIA - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2022-11-10 12:02:28
"http://dati.camera.it/ocd/persona.rdf/p307531","GUBITOSA","MICHELE","19791221","nato a ATRIPALDA, AVELLINO, CAMPANIA, il 21.12.1979","ATRIPALDA","male","CAMPANIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","IV COMMISSIONE (DIFESA)",2022-11-10 12:02:32
"http://dati.camera.it/ocd/persona.rdf/p308818","MORFINO","DANIELA","19740514","nato a PALERMO, PALERMO, SICILIA, il 14.05.1974","PALERMO","female","SICILIA 1 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2022-11-10 12:02:39
"http://dati.camera.it/ocd/persona.rdf/p308824","APPENDINO","CHIARA","19840612","nato a MONCALIERI, TORINO, PIEMONTE, il 12.06.1984","MONCALIERI","female","PIEMONTE 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2022-11-12 12:01:02
"http://dati.camera.it/ocd/persona.rdf/p308845","PENZA","PASQUALINO","19860116","nato a NAPOLI, NAPOLI, CAMPANIA, il 16.01.1986","NAPOLI","male","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2022-11-18 12:00:36
"http://dati.camera.it/ocd/persona.rdf/p307790","DELL'OLIO","GIANMAURO","19680307","nato a BARI, BARI, PUGLIA, il 07.03.1968","BARI","male","PUGLIA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2022-11-26 12:00:43
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2023-01-17 12:01:17
"http://dati.camera.it/ocd/persona.rdf/p307722","SCUTELLA'","ELISA","19871031","nato a GENOVA, GENOVA, LIGURIA, il 31.10.1987","GENOVA","female","CALABRIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2023-03-06 12:00:38
