"votazione","titolo","descrizione","numeroVotazione","cognome","nome","espressione","infoAssenza","deputato"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ACQUAROLI","FRANCESCO","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307171_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ACUNZO","NICOLA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307538_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ADELIZZI","COSIMO","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307559_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","AIELLO","PIERA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307119_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","AIELLO","DAVIDE","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307394_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ALAIMO","ROBERTA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307114_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ALEMANNO","MARIA SOAVE","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307364_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","AMITRANO","ALESSANDRO","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307206_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ANDREUZZA","GIORGIA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307686_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ANGELUCCI","ANTONIO","Non ha votato","Non ha partecipato","http://dati.camera.it/ocd/deputato.rdf/d302942_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ANGIOLA","NUNZIO","Non ha votato","Non ha partecipato","http://dati.camera.it/ocd/deputato.rdf/d307294_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ANNIBALI","LUCIA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307597_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ANZALDI","MICHELE","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d305946_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","APREA","VALENTINA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d35050_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","APRILE","NADIA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307365_18"
"http://dati.camera.it/ocd/votazione.rdf/vs18_225_006","Votazione finale DDL n.1476","Ratifica ed esecuzione dei seguenti Protocolli: a) Protocollo emendativo della Convenzione del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal Protocollo addizionale del 28 gennaio 1964 e dal Protocollo del 16 novembre 1982, fatto a Parigi il 12 febbraio 2004; b) Protocollo emendativo della Convenzione del 31 gennaio 1963 complementare alla Convenzione di Parigi del 29 luglio 1960 sulla responsabilit&amp;agrave; civile nel campo dell&amp;#39;energia nucleare, emendata dal P
    ","225006","ARESTA","GIOVANNI LUCA","Favorevole",,"http://dati.camera.it/ocd/deputato.rdf/d307368_18"
